SA-TEMP,RA-TEMP,MA-TEMP,SA-HUMD,RA-HUMD,E_SF,SA-CFM,RA-CFM,E_ccoil,OAD-TEMP,OA-CFM,Y
55.04,72.812,74.074,91.153,49.601,1.031,1771.499,1758.967,15.258,79.018,313.373,F1
71.938,73.232,71.315,77.775,50.273,0.034,2.248,2.228,0,73.325,1.581,F1
72.046,73.232,71.422,77.495,50.525,0.034,2.248,2.228,0,73.325,1.953,F1
71.4,73.443,70.254,65.659,51.983,0.034,2.248,0.462,0,73.433,1.644,F1
55.148,74.389,74.923,90.705,48.059,0.745,1361.729,1495.312,11.592,77.299,191.281,F1
71.831,73.022,70.891,76.317,51.058,0.034,2.248,2.228,0,73.325,1.162,F1
66.772,73.548,66.859,68.492,51.254,0.034,2.248,2.228,0,77.299,3.273,F1
55.04,71.235,74.074,91.125,52.207,1.058,1799.27,1758.967,15.482,86.43,311.367,F1
71.508,73.232,69.724,56.937,52.319,0.034,2.248,2.228,0,73.862,2.139,F1
54.932,72.286,75.241,89.779,49.04,1.664,2300.951,2121.186,20.77,87.289,438.454,F1
55.04,73.232,74.498,91.013,49.18,0.973,1704.844,1717.598,14.681,78.481,291.207,F1
54.932,72.496,75.559,89.302,48.059,1.725,2314.601,2155.14,21.013,88.149,439.284,F1
55.04,72.391,75.347,89.835,49.096,1.715,2331.681,2160.524,20.86,87.719,453.153,F1
67.418,73.337,67.178,67.202,52.291,0.034,2.248,2.228,0,76.977,2.359,F1
52.995,71.129,73.331,91.35,49.685,0.91,1536.302,1647.073,13.151,84.067,234.744,F1
53.103,70.078,72.058,84.927,53.272,0.889,1502.983,1598.303,15.695,75.903,226.151,F1
71.938,73.443,71.528,77.607,50.273,0.034,2.248,2.228,0,73.218,0.825,F1
55.04,72.496,75.559,89.162,48.199,1.776,2348.781,2183.927,21.224,88.149,456.125,F1
54.825,70.078,70.891,88.517,55.795,0.528,878.948,1215.958,6.354,71.069,47.803,F1
54.394,72.391,75.029,89.359,47.835,1.625,2239.685,2096.324,20.351,86.86,423.84,F1
55.148,72.286,74.604,90.424,49.825,1.464,2163.482,2038.23,19.168,82.67,408.968,F1
70.862,73.337,69.406,58.227,53.552,0.034,2.248,2.228,0,73.97,1.815,F1
71.508,73.232,70.254,69.53,51.787,0.035,2.248,2.228,0,73.433,0.651,F1
71.938,73.337,71.315,78.14,50.105,0.034,2.248,0.462,0,73.325,0.452,F1
71.293,73.022,69.83,56.404,52.74,0.034,2.248,2.228,0,73.54,2.104,F1
55.255,72.391,74.498,90.48,49.741,1.414,2126.385,1980.822,18.568,82.778,398.646,F1
55.901,74.599,73.756,89.415,48.984,0.535,926.671,1219.084,7.589,72.466,28.623,F1
71.938,73.548,71.315,76.934,50.273,0.034,2.248,2.228,0,73.325,1.76,F1
54.932,72.286,74.286,90.396,49.713,1.332,2034.121,1929.196,17.603,81.489,373.65,F1
54.932,72.496,74.074,90.873,49.713,1.18,1916.067,1839.217,16.208,79.985,340.46,F1
71.508,73.127,70.467,72.362,51.366,0.034,2.248,2.228,0,73.433,1.972,F1
71.938,73.443,70.997,76.429,50.385,0.034,2.248,0.462,0,73.218,1.863,F1
71.723,73.232,70.573,75.055,50.694,0.034,2.248,2.228,0,73.218,2.136,F1
55.04,72.286,75.241,90.004,48.984,1.663,2302.656,2130.097,20.851,87.397,441.926,F1
71.938,73.232,71.103,77.859,50.273,0.034,2.248,2.228,0,73.218,1.692,F1
55.255,72.812,75.771,89.106,48.311,1.729,2326.555,2151.554,21.026,88.256,447.775,F1
55.04,72.601,75.665,89.274,48.227,1.797,2364.188,2192.961,21.587,88.149,453.007,F1
71.723,73.127,70.785,77.158,51.002,0.034,2.248,2.228,0,73.325,0.374,F1
54.394,70.814,73.65,89.667,51.899,1.379,2067.592,1970.455,18.757,83.744,375.912,F1
55.04,72.707,74.074,90.985,49.881,1.069,1835.322,1802.296,15.603,78.803,324.966,F1
70.001,73.337,68.451,61.2,53.945,0.034,2.248,2.228,0,74.829,0.796,F1
64.081,73.337,66.647,73.737,48.479,0.034,2.248,3.993,0,79.555,3.933,F1
71.077,73.127,69.512,57.834,53.552,0.034,2.248,2.228,0,73.97,2.032,F1
52.78,69.973,70.997,91.294,52.011,0.535,877.508,1212.832,6.052,74.936,53.173,F1
55.471,70.499,71.315,87.928,54.842,0.536,880.387,1187.845,7.247,71.821,45.976,F1
72.261,73.337,71.422,78.701,50.385,0.034,2.248,0.462,0,73.433,0.469,F1
54.932,70.499,71.315,87.872,54.898,0.507,855.963,1178.481,6.673,71.929,52.642,F1
68.709,73.758,67.814,64.537,53.132,0.034,2.248,2.228,0,75.903,3.023,F1
72.046,73.443,70.997,76.878,50.329,0.033,2.248,2.228,0,73.54,0.177,F1
55.148,74.915,74.392,88.826,48.143,0.588,1047.061,1278.573,8.021,72.895,-2.427,F1
70.647,73.232,69.194,58.984,54.225,0.035,2.248,0.462,0,74.292,0.627,F1
54.932,72.601,75.771,89.274,48.031,1.784,2347.071,2183.927,21.622,88.471,456.301,F1
55.04,72.391,74.286,90.705,49.516,1.32,2045.825,1936.05,17.625,81.166,380.833,F1
55.794,74.704,73.862,89.078,48.928,0.541,976.28,1234.72,8.334,72.573,0.528,F1
55.794,70.604,71.315,91.013,54.309,0.536,873.192,1186.284,5.045,71.929,39.539,F1
70.754,73.022,69.087,58.76,54.59,0.035,2.248,2.228,0,74.292,1.25,F1
54.717,71.655,73.543,91.995,50.638,0.889,1518.833,1608.031,11.93,84.604,227.278,F1
71.4,72.917,69.936,56.236,52.74,0.034,2.248,2.228,0,73.54,1.887,F1
55.148,71.55,74.074,90.873,52.151,1.041,1776.394,1744.042,15.326,86.322,307.13,F1
69.032,73.548,67.708,64.229,53.328,0.034,2.248,2.228,0,76.118,2.079,F1
72.046,73.337,71.422,78.168,50.245,0.034,2.248,2.228,0,73.325,1.425,F1
71.938,73.443,71.315,77.635,50.189,0.034,2.248,2.228,0,73.218,2.032,F1
54.932,72.707,75.771,89.134,48.003,1.764,2347.071,2191.153,21.357,88.686,445.915,F1
62.467,73.443,66.859,76.513,45.593,0.034,2.248,2.228,0,80.415,3.15,F1
54.825,72.391,75.453,89.19,48.171,1.752,2324.847,2153.346,21.086,87.719,445.66,F1
71.185,73.337,69.618,56.853,52.908,0.035,2.248,2.228,0,73.755,2.132,F1
60.206,72.917,68.239,80.945,43.182,0.034,2.248,5.758,0,82.133,8.509,F1
71.938,73.022,71.315,77.495,50.666,0.034,2.248,2.228,0,73.218,1.634,F1
71.938,73.443,71.103,77.888,50.329,0.034,2.248,0.462,0,73.218,-0.212,F1
55.04,73.653,74.817,91.266,48.844,0.904,1603.336,1648.705,14.045,78.374,261.732,F1
55.255,72.812,75.771,89.302,48.479,1.724,2329.972,2173.111,21.004,88.149,446.79,F1
71.723,73.127,70.785,76.429,50.834,0.034,2.248,2.228,0,73.325,1.468,F1
71.185,73.337,69.618,57.077,52.992,0.034,2.248,2.228,0,73.862,1.922,F1
65.803,73.127,66.647,70.175,50.722,0.034,2.248,2.228,0,78.051,0.93,F1
71.831,73.127,71.103,77.018,50.666,0.034,2.248,2.228,0,73.218,0.519,F1
55.04,73.548,74.604,91.266,48.928,0.936,1601.734,1668.315,14.099,78.266,254.709,F1
55.148,72.496,74.074,91.041,49.516,1.211,1942.564,1866.222,16.349,80.2,354.334,F1
55.148,72.391,75.347,89.723,49.152,1.635,2299.245,2124.748,20.942,87.826,438.899,F1
55.255,72.391,75.241,89.835,49.657,1.626,2273.689,2105.188,20.284,87.826,425.96,F1
68.709,73.758,74.18,83.3,59.606,1.039,1979.1,1778.926,0.848,76.118,314.731,F1
55.255,72.286,75.135,90.172,49.685,1.615,2258.377,2105.188,19.534,87.397,423.878,F1
55.04,72.601,74.074,91.153,49.797,1.116,1866.558,1812.342,15.479,78.911,332.806,F1
72.046,73.653,71.528,77.916,50.133,0.034,1.126,2.228,0,73.218,2.072,F1
72.046,73.443,71.315,78,50.077,0.034,2.248,2.228,0,73.218,1.755,F1
55.255,74.599,75.135,90.705,47.947,0.703,1275.152,1441.107,11.028,77.407,144.098,F1
71.938,73.127,71.209,77.916,50.273,0.034,2.248,2.228,0,73.325,0.347,F1
71.831,73.337,70.891,77.018,50.329,0.034,2.248,0.462,0,73.325,0.781,F1
71.508,73.337,70.254,68.24,51.815,0.034,2.248,2.228,0,73.433,1.286,F1
70.539,73.443,68.769,59.742,53.917,0.034,2.248,2.228,0,74.507,2.113,F1
54.825,72.812,75.453,90.172,48.031,1.525,2183.76,2048.741,19.039,86.537,414.03,F1
51.811,69.763,71.209,87.928,52.235,0.638,1093.226,1331.988,7.625,75.259,1.646,F1
71.615,73.337,70.467,74.213,50.946,0.034,2.248,0.462,0,73.433,0.384,F1
55.04,72.707,75.665,89.302,48.227,1.746,2335.1,2169.511,21.121,87.934,448.258,F1
55.148,74.073,74.817,90.901,48.479,0.813,1421.059,1527.354,12.364,77.514,209.65,F1
55.148,72.496,74.392,90.677,49.46,1.295,2037.464,1936.05,17.421,81.166,375.191,F1
72.046,73.022,71.422,77.691,50.75,0.034,2.248,0.462,0,73.218,2.027,F1
55.255,71.971,71.315,89.723,53.805,0.515,821.676,1150.408,5.752,70.747,47.68,F1
55.255,72.707,75.665,89.134,48.255,1.718,2331.681,2164.116,21.208,87.934,449.839,F1
70.539,73.443,68.663,60.022,53.861,0.034,2.248,0.462,0,74.722,2.076,F1
72.046,73.127,71.528,78.028,50.525,0.034,2.248,2.228,0,73.325,1.916,F1
54.932,72.496,73.968,91.182,49.741,1.146,1878.09,1825.762,15.593,79.018,337.149,F1
55.148,72.391,75.453,89.695,49.124,1.669,2319.723,2139.025,21.093,88.149,442.172,F1
55.471,72.707,75.135,90.985,49.713,1.219,1954.176,1879.775,17.14,87.397,351.205,F1
55.255,75.02,75.135,90.733,47.386,0.656,1221.574,1391.949,9.858,77.085,108.026,F1
64.727,73.232,66.647,72.39,49.629,0.034,2.248,2.228,0,79.018,2.187,F1
56.224,72.812,72.907,83.16,43.743,0.034,2.248,11.048,0,84.604,8.343,F1
55.471,72.917,75.878,89.415,48.423,1.697,2328.264,2133.666,20.299,88.041,442.325,F1
54.394,70.604,73.543,87.956,51.899,1.108,1769.868,1803.969,18.523,83.852,290.046,F1
55.04,72.812,75.347,90.256,48.059,1.557,2212.541,2069.83,19.281,86.752,422.288,F1
55.04,72.391,74.286,90.621,49.713,1.314,2050.845,1948.065,17.81,81.489,379.734,F1
55.255,72.391,75.453,89.19,48.367,1.741,2333.391,2169.511,21.158,87.934,447.067,F1
59.453,72.917,68.875,82.347,42.622,0.034,2.248,9.286,0,82.563,11.618,F1
71.938,73.337,71.209,77.411,50.049,0.034,2.248,2.228,0,73.325,0.432,F1
55.148,72.286,75.453,89.976,49.208,1.663,2306.068,2114.069,21.199,87.611,446.058,F1
68.709,73.443,67.708,64.481,53.188,0.034,2.248,2.228,0,75.903,1.794,F1
71.615,73.443,70.467,73.12,51.142,0.034,2.248,2.228,0,73.325,0.355,F1
55.04,72.181,74.498,90.256,49.741,1.445,2133.122,1996.413,18.961,82.67,398.433,F1
71.077,73.127,69.406,57.834,53.468,0.035,2.248,2.228,0,73.97,1.912,F1
54.717,72.391,75.029,90.116,48.003,1.532,2185.451,2048.741,19.462,86.322,409.677,F1
71.185,73.022,69.83,56.572,52.796,0.034,2.248,2.228,0,73.433,2.139,F1
55.04,72.707,74.18,90.929,49.769,1.147,1881.387,1822.405,15.614,79.126,332.755,F1
71.615,73.443,70.573,74.466,50.862,0.034,2.248,2.228,0,73.433,1.176,F1
71.938,73.443,71.315,77.859,50.133,0.034,2.248,2.228,0,73.218,1.216,F1
59.022,72.917,69.3,83.048,42.397,0.034,2.248,9.286,0,82.993,5.254,F1
55.255,72.812,75.878,89.443,48.395,1.727,2341.939,2173.111,21.104,88.256,446.84,F1
63.328,73.443,66.647,74.999,46.994,0.034,2.248,3.993,0,79.877,3.252,F1
71.508,73.127,70.042,61.004,51.871,0.034,2.248,2.228,0,73.325,0.721,F1
55.148,74.494,75.029,90.705,47.779,0.724,1353.957,1493.713,11.674,77.407,173.289,F1
55.255,70.499,71.103,92.135,53.244,0.528,855.963,1175.36,4.807,72.466,47.643,F1
55.255,72.601,75.453,90.144,49.573,1.513,2200.683,2064.549,19.802,87.182,418.296,F1
55.04,72.286,75.347,89.723,49.376,1.675,2294.131,2140.813,20.995,87.611,439.386,F1
72.046,73.232,71.528,78.14,50.862,0.034,2.248,2.228,0,73.325,2.354,F1
54.394,72.496,75.453,89.527,47.751,1.637,2263.479,2117.626,20.443,86.967,425.257,F1
71.4,73.337,70.254,66.417,51.871,0.034,2.248,0.462,0,73.54,2.056,F1
54.502,72.076,75.135,89.162,48.171,1.614,2241.383,2122.967,20.52,87.074,414.389,F1
55.148,72.812,75.878,89.499,48.087,1.766,2359.051,2169.511,21.479,88.578,456.794,F1
71.723,73.232,70.042,58.507,52.039,0.035,2.248,0.462,0,73.647,1.451,F1
55.471,72.812,75.135,90.733,49.909,1.175,1934.277,1859.458,17.095,87.289,352.342,F1
69.355,73.337,67.814,63.36,53.637,0.035,2.248,2.228,0,75.903,2.042,F1
55.04,73.653,74.498,91.097,48.844,0.911,1622.584,1653.602,14.08,77.944,261.914,F1
55.148,72.286,71.315,89.751,52.824,0.505,814.562,1150.408,5.884,70.855,48.904,F1
71.723,73.337,70.785,77.074,50.301,0.034,2.248,0.462,0,73.325,1.491,F1
55.255,71.445,73.862,90.929,52.263,1.001,1701.605,1702.773,14.296,85.463,282.06,F1
71.615,73.127,70.467,71.689,51.815,0.034,2.248,2.228,0,73.54,0.712,F1
71.723,73.022,70.785,76.065,51.226,0.033,2.248,2.228,0,73.218,1.841,F1
55.04,72.391,75.347,89.667,48.984,1.634,2268.583,2115.847,20.941,87.397,432.781,F1
70.109,73.232,68.451,60.891,54.057,0.035,2.248,2.228,0,74.829,1.909,F1
70.647,73.022,69.087,58.956,54.281,0.035,2.248,2.228,0,74.184,1.186,F1
72.046,73.337,71.422,78.448,50.273,0.034,2.248,2.228,0,73.218,1.566,F1
55.148,72.707,75.878,89.274,48.227,1.779,2369.327,2202.012,21.566,88.686,453.648,F1
54.287,70.288,71.103,89.863,54.421,0.506,841.649,1170.68,5.285,71.392,41.526,F1
72.046,73.337,71.422,78,50.273,0.034,2.248,2.228,0,73.325,0.348,F1
54.932,72.601,75.771,89.218,48.003,1.746,2348.781,2173.111,21.275,88.686,447.025,F1
55.255,72.391,75.347,89.723,49.573,1.606,2263.479,2103.414,20.4,87.611,427.959,F1
71.293,72.917,69.936,56.292,52.684,0.034,2.248,2.228,0,73.54,1.132,F1
66.88,73.548,66.859,68.127,51.478,0.034,1.126,2.228,0,77.192,2.478,F1
71.831,73.548,71.209,76.682,50.357,0.034,2.248,2.228,0,73.325,1.703,F1
71.831,73.337,71.103,77.242,50.357,0.034,2.248,2.228,0,73.325,0.801,F1
65.911,73.127,66.753,70.035,50.918,0.035,2.248,2.228,0,78.051,2.259,F1
71.723,73.337,70.679,75.98,50.694,0.034,2.248,0.462,0,73.433,0.77,F1
70.216,73.022,68.451,60.667,54.085,0.034,2.248,2.228,0,74.614,0.409,F1
68.709,73.548,67.602,64.369,53.272,0.034,2.248,2.228,0,75.903,2.125,F1
55.255,72.601,75.241,89.723,49.46,1.499,2197.297,2057.517,19.566,86.86,421.667,F1
70.324,73.232,68.557,60.134,54.141,0.034,2.248,2.228,0,74.722,2.132,F1
55.04,73.337,74.392,91.153,49.012,0.999,1725.929,1722.548,14.699,78.588,294.237,F1
54.179,72.286,75.029,89.611,47.779,1.541,2195.604,2061.031,19.717,85.893,416.146,F1
54.825,72.286,74.923,89.695,49.208,1.551,2202.376,2064.549,19.146,85.463,415.579,F1
55.255,72.391,74.18,90.48,49.769,1.318,2044.153,1944.63,17.718,81.489,378.533,F1
69.786,73.443,68.239,61.929,53.721,0.034,2.248,0.462,0,75.044,2.11,F1
69.248,73.443,74.074,83.188,60.868,1.059,1954.176,1795.609,2.811,76.333,343.532,F1
54.825,72.391,75.453,89.415,48.199,1.772,2350.493,2169.511,21.086,87.719,453.567,F1
72.046,73.337,71.422,77.579,50.329,0.034,2.248,2.228,0,73.218,1.236,F1
72.046,73.443,71.422,78,50.133,0.034,2.248,2.228,0,73.325,0.363,F1
55.686,72.707,75.453,90.508,49.741,1.383,2106.197,1994.678,19.063,87.504,390.202,F1
71.185,73.337,69.724,56.825,52.88,0.035,2.248,2.228,0,73.755,2.139,F1
71.831,73.337,71.209,77.663,50.161,0.034,2.248,2.228,0,73.11,2.07,F1
55.148,72.707,75.665,89.387,47.975,1.782,2364.188,2192.961,21.339,88.578,452.985,F1
71.293,73.127,70.148,60.134,52.684,0.034,2.248,2.228,0,73.54,1.693,F1
54.61,72.496,75.453,89.499,48.171,1.604,2271.987,2099.867,20.426,87.397,434.675,F1
55.255,72.601,74.074,91.013,49.741,1.105,1836.963,1803.969,15.465,78.911,326.79,F1
69.14,73.232,67.92,63.135,53.805,0.034,2.248,2.228,0,75.581,1.115,F1
55.148,71.024,70.785,89.471,55.122,0.527,896.252,1162.882,5.994,70.747,43.17,F1
72.046,73.337,71.422,78.028,50.329,0.034,2.248,2.228,0,73.218,0.569,F1
54.932,70.604,71.315,87.704,54.786,0.505,840.219,1186.284,6.716,71.714,50.686,F1
54.932,72.286,74.923,89.835,49.348,1.552,2219.322,2066.309,19.239,86,415.955,F1
71.938,73.232,70.573,75.083,50.89,0.034,2.248,0.462,0,73.647,2.053,F1
64.942,73.127,66.647,72.054,49.797,0.034,2.248,2.228,0,79.018,3.202,F1
63.435,73.443,66.647,75.167,46.938,0.034,2.248,2.228,0,79.985,2.237,F1
68.817,73.443,67.708,64.117,53.356,0.034,2.248,2.228,0,75.903,2.132,F1
55.578,70.604,71.209,91.602,53.581,0.527,825.949,1181.602,5.052,72.144,59.113,F1
55.363,73.443,72.482,90.004,50.525,0.528,899.142,1195.65,5.978,71.606,28.012,F1
71.293,73.232,69.724,56.741,52.403,0.035,2.248,2.228,0,73.647,1.594,F1
55.148,69.868,70.573,89.443,56.299,0.51,857.396,1155.085,5.752,70.64,44.343,F1
67.095,73.443,67.072,67.959,51.647,0.034,2.248,2.228,0,77.085,2.298,F1
54.825,71.024,74.074,89.779,51.843,1.452,2116.287,1991.211,18.988,83.959,389.119,F1
71.938,73.337,71.209,78.112,50.189,0.034,2.248,2.228,0,73.325,0.728,F1
71.938,73.443,71.315,77.888,50.189,0.034,2.248,0.462,0,73.325,1.132,F1
54.825,72.286,75.559,89.05,48.227,1.753,2324.847,2167.712,21.321,87.826,446.933,F1
71.615,73.232,70.573,75.223,50.806,0.034,2.248,0.462,0,73.325,1.924,F1
55.794,71.445,73.756,90.957,52.431,0.951,1638.655,1658.502,13.622,85.141,258.729,F1
55.04,72.601,74.074,90.901,49.629,1.149,1889.634,1825.762,15.999,79.877,340.229,F1
55.578,73.022,75.771,89.639,48.536,1.657,2285.61,2119.405,19.747,87.719,430.913,F1
55.04,72.286,74.286,90.536,49.881,1.299,2035.792,1956.665,17.787,81.381,371.968,F1
65.373,73.022,66.753,71.325,50.301,0.034,2.248,2.228,0,78.588,2.069,F1
55.148,72.496,74.074,90.985,49.909,1.146,1874.794,1812.342,15.988,79.877,329.7,F1
72.046,73.337,71.422,77.383,50.133,0.034,2.248,0.462,0,73.218,2.088,F1
70.97,73.232,69.3,58.115,53.412,0.034,2.248,0.462,0,73.97,1.115,F1
54.825,72.286,75.347,89.19,48.339,1.693,2297.54,2139.025,20.762,87.397,438.25,F1
70.862,73.127,68.981,59.096,54.141,0.034,2.248,2.228,0,74.614,1.971,F1
70.001,73.232,68.451,60.948,54.001,0.034,2.248,2.228,0,74.829,2.107,F1
55.686,71.55,73.756,90.677,52.459,0.963,1641.873,1668.315,13.847,85.141,267.935,F1
70.324,73.127,68.557,60.33,54.281,0.034,2.248,2.228,0,74.722,0.654,F1
64.942,73.232,66.647,71.886,49.965,0.034,2.248,2.228,0,78.803,3.239,F1
54.394,70.078,70.785,88.938,55.458,0.518,837.362,1173.8,6.237,70.747,53.953,F1
55.901,74.599,73.543,90.2,49.124,0.541,951.42,1215.958,6.796,72.358,12.422,F1
71.831,73.232,71.103,77.439,50.469,0.034,2.248,2.228,0,73.325,0.389,F1
71.293,73.232,70.148,59.237,52.684,0.034,2.248,2.228,0,73.54,1.973,F1
55.04,72.496,74.392,90.508,49.601,1.31,2030.779,1929.196,17.579,81.166,379.523,F1
55.148,72.707,75.771,89.302,48.311,1.77,2350.493,2174.912,21.326,88.471,451.692,F1
70.431,73.337,68.875,59.629,54.029,0.034,2.248,0.462,0,74.507,2.014,F1
55.363,72.391,75.453,90.032,49.124,1.675,2304.362,2117.626,21.117,87.934,446.861,F1
55.148,72.707,74.392,90.761,49.432,1.311,2014.083,1917.225,17.535,81.166,373.754,F1
70.324,73.337,68.663,60.19,54.225,0.034,2.248,2.228,0,74.722,2.125,F1
70.539,73.337,68.769,59.657,53.945,0.034,2.248,2.228,0,74.507,2.097,F1
66.557,74.179,73.437,82.683,54.365,0.568,1693.51,1556.3,0,73.433,-2.222,F1
70.647,73.232,68.981,59.349,54.169,0.035,2.248,0.462,0,74.399,1.091,F1
54.717,69.973,70.785,89.078,55.542,0.508,853.097,1167.561,6.22,71.069,49.25,F1
68.925,73.443,67.602,63.948,53.44,0.034,2.248,2.228,0,75.796,2.055,F1
71.831,73.127,71.103,76.906,50.357,0.033,2.248,0.462,0,73.218,1.279,F1
55.255,72.601,74.286,90.845,49.853,1.258,1995.745,1900.169,17.054,80.952,364.619,F1
54.932,72.496,73.862,90.845,49.685,1.14,1863.266,1805.643,15.58,78.696,332.546,F1
67.633,73.337,67.178,66.921,52.543,0.035,2.248,2.228,0,76.977,2.303,F1
55.255,72.812,73.968,90.957,49.713,1.079,1835.322,1778.926,15.386,78.911,325.896,F1
55.148,72.391,75.241,90.172,49.545,1.642,2277.094,2101.64,20.154,87.504,428.801,F1
71.938,73.232,71.315,77.607,50.217,0.034,2.248,2.228,0,73.218,0.354,F1
53.426,71.024,73.119,91.49,49.853,0.9,1520.419,1627.525,12.462,84.389,226.308,F1
55.04,72.391,75.241,89.863,49.012,1.67,2278.797,2122.967,20.733,87.397,433.817,F1
71.831,73.443,70.891,77.214,50.413,0.033,2.248,0.462,0,73.325,2.083,F1
69.786,73.443,68.239,61.705,53.721,0.034,2.248,0.462,0,75.151,2.136,F1
54.932,72.601,73.968,90.817,49.713,1.122,1850.106,1830.804,15.737,79.34,320.651,F1
54.932,72.286,74.923,89.947,49.32,1.541,2205.764,2080.41,19.28,85.678,416.371,F1
54.825,72.601,75.771,89.274,48.283,1.76,2343.649,2180.319,21.158,88.041,450.006,F1
70.97,73.232,69.406,58.115,53.384,0.034,2.248,2.228,0,73.97,1.572,F1
55.04,72.286,75.241,90.004,49.068,1.648,2275.391,2112.291,21.083,87.182,434.957,F1
55.363,70.078,70.891,88.433,55.935,0.521,857.396,1189.406,6.679,71.284,59.336,F1
54.932,72.707,74.18,91.182,49.741,1.126,1876.442,1829.123,15.6,78.911,332.506,F1
72.046,73.127,71.422,77.579,50.834,0.033,2.248,2.228,0,73.218,0.392,F1
54.071,70.499,72.482,84.983,53.889,0.902,1568.158,1640.551,15.952,75.903,242.793,F1
71.938,73.337,71.315,77.719,50.189,0.033,2.248,2.228,0,73.218,1.65,F1
55.471,73.022,75.771,89.667,48.507,1.675,2300.951,2124.748,20.496,87.934,437.944,F1
54.932,69.868,70.573,90.088,55.739,0.528,893.364,1183.162,5.498,70.747,40.237,F1
69.355,73.232,68.026,62.911,54.001,0.034,2.248,2.228,0,75.473,0.797,F1
71.077,73.127,69.512,57.386,53.693,0.035,2.248,0.462,0,73.755,2.129,F1
63.543,73.443,66.647,74.606,47.386,0.034,2.248,3.993,0,79.77,1.29,F1
55.255,72.812,74.286,90.817,49.713,1.197,1909.453,1842.585,16.186,80.2,346.972,F1
55.04,72.496,74.286,90.48,49.657,1.318,2030.779,1929.196,17.674,81.274,375.334,F1
70.001,73.443,68.239,61.845,53.609,0.035,2.248,2.228,0,75.259,0.794,F1
54.502,70.499,71.315,88.096,54.646,0.524,855.963,1194.089,6.563,71.714,45.842,F1
54.825,70.919,72.907,83.918,54.505,0.941,1620.978,1669.951,16.429,76.011,259.64,F1
72.046,73.232,71.422,77.859,50.273,0.034,2.248,2.228,0,73.218,1.239,F1
70.97,73.022,69.512,57.75,53.552,0.034,2.248,2.228,0,73.862,2.081,F1
54.825,72.496,75.453,89.33,48.339,1.615,2256.677,2110.514,20.73,87.719,430.167,F1
55.363,70.288,70.997,89.583,55.599,0.505,854.529,1175.36,5.52,71.069,51.837,F1
71.508,73.232,69.936,57.919,52.123,0.035,2.248,0.462,0,73.433,2.139,F1
55.04,72.812,74.286,91.013,49.741,1.14,1881.387,1822.405,16.061,79.985,337.459,F1
55.04,72.286,74.498,90.228,49.713,1.492,2168.548,2005.095,18.843,82.993,406.788,F1
71.293,73.232,69.618,56.853,52.852,0.034,2.248,2.228,0,73.647,2.153,F1
54.932,72.496,74.074,90.817,49.825,1.151,1907.8,1839.217,16.241,80.2,335.739,F1
66.987,74.494,73.225,81.169,53.328,0.396,1427.331,1314.684,0,73.433,-4.07,F1
71.938,73.337,70.997,76.205,50.385,0.034,2.248,2.228,0,73.218,0.764,F1
71.615,73.443,70.573,74.802,50.806,0.034,2.248,2.228,0,73.325,1.776,F1
55.471,71.76,73.862,91.939,51.45,0.901,1555.402,1635.663,12.419,84.819,242.328,F1
54.179,70.288,71.209,89.274,54.281,0.515,835.934,1198.773,5.754,71.499,57.096,F1
71.508,73.232,70.361,69.838,51.787,0.035,2.248,2.228,0,73.54,0.344,F1
71.938,73.232,71.209,77.074,50.329,0.034,2.248,2.228,0,73.218,0.795,F1
55.04,72.286,75.029,90.396,49.46,1.554,2221.018,2068.07,19.178,86.752,416.84,F1
55.148,72.601,73.968,90.901,49.797,1.115,1836.963,1812.342,15.444,79.018,315.567,F1
55.04,73.758,74.817,91.266,48.704,0.916,1577.738,1651.969,13.947,78.051,257.733,F1
55.471,72.812,75.771,89.274,48.143,1.721,2329.972,2173.111,21.04,88.256,445.948,F1
54.61,72.391,75.453,89.302,48.311,1.647,2271.987,2119.405,20.57,87.504,430.27,F1
69.893,73.443,68.345,61.536,53.777,0.034,2.248,2.228,0,75.044,1.67,F1
71.938,73.127,71.315,78.308,50.469,0.034,2.248,2.228,0,73.325,0.352,F1
68.171,73.127,67.39,65.912,53.412,0.034,2.248,2.228,0,76.548,3.089,F1
54.502,69.973,70.891,88.882,55.57,0.519,866.006,1183.162,6.329,70.855,45.709,F1
55.686,70.499,71.209,91.21,54.057,0.529,889.035,1178.481,5.07,72.036,30.589,F1
55.148,72.601,75.771,89.499,48.227,1.81,2386.47,2203.825,21.515,88.578,467.417,F1
71.4,73.232,69.936,56.909,52.431,0.035,2.248,0.462,0,73.54,2.099,F1
70.647,73.022,69.087,58.844,54.253,0.035,2.248,2.228,0,74.292,0.672,F1
69.893,73.337,68.345,61.312,53.917,0.035,2.248,0.462,0,75.044,2.066,F1
71.831,73.337,70.891,76.85,50.329,0.033,2.248,2.228,0,73.325,1.186,F1
71.723,73.337,70.891,77.439,50.441,0.033,2.248,2.228,0,73.325,0.461,F1
71.831,73.232,70.891,77.439,50.497,0.033,2.248,2.228,0,73.325,0.352,F1
71.723,73.443,70.891,77.074,50.329,0.034,2.248,2.228,0,73.325,1.33,F1
55.471,70.183,70.997,89.583,55.57,0.522,886.151,1183.162,5.739,71.069,31.538,F1
71.508,73.022,70.467,71.97,52.011,0.034,2.248,2.228,0,73.433,2.135,F1
55.363,73.022,76.09,89.134,48.395,1.708,2324.847,2162.32,20.699,88.149,444.333,F1
